config_id,raw_sharpe,dsr_prob
mom_011,0.27040329501275,1.6653345369377348e-15
mom_020,0.21622925821205943,3.885780586188048e-16
mom_019,0.21051015683821836,3.3306690738754696e-16
mom_014,0.1796643270473239,1.1102230246251565e-16
mr_014,0.16934964044221232,0.0
