aum,sharpe,cagr,max_dd,final_$,wiped
1000000.0,1.280864269431769,0.3428980956348189,-0.36126038956336404,120420296.37437508,False
10000000.0,1.2772785690558157,0.3416704700910762,-0.36126038956336426,1186438533.966203,False
100000000.0,1.2543072364079726,0.333837670122924,-0.36126038956336437,10787564405.552979,False
1000000000.0,1.1684262605329208,0.3055924247617816,-0.36126038956336415,76185768133.46094,False
