config_id,side,lookback_col,top_pct,rebalance_days,sharpe,sortino,max_dd,calmar,cagr,turnover,error
lo_032,long_short,mom_126d,0.05,21,0.15189335563031509,0.14149691529289055,-0.6118525228206138,0.0053389130972816504,0.0032666274476917945,0.07684021886697472,
lo_033,long_short,mom_126d,0.05,42,0.24419438542607236,0.22906249016541852,-0.6171072608146724,0.04789296360204727,0.029555095580756197,0.05295621311674823,
lo_034,long_short,mom_126d,0.05,63,0.36685142251411845,0.3425410906582056,-0.5183076828317869,0.121358279770972,0.06290092878054421,0.04168837974858042,
lo_035,long_short,mom_126d,0.05,126,0.3123159077323068,0.2879833877297202,-0.48619248192852194,0.09551658910414028,0.04643944752188878,0.027395230559110154,
lo_036,long_short,mom_126d,0.1,5,-0.049567545829144306,-0.04585052246604691,-0.6724705824208415,-0.05300293862892361,-0.03564291700980837,0.1475219892068997,
lo_037,long_short,mom_126d,0.1,10,0.03577778254927405,0.033423855749830166,-0.5817059361766683,-0.02846944812479439,-0.016560846973866616,0.10375791326511213,
lo_038,long_short,mom_126d,0.1,21,0.026749765371124973,0.02453142650152249,-0.6280345925305775,-0.02892340520370455,-0.01816489900170537,0.07098202439902448,
lo_039,long_short,mom_126d,0.1,42,0.15066460288533357,0.13943447886266938,-0.5584526077435468,0.016348088060545257,0.00912963240903264,0.04885843663650736,
lo_040,long_short,mom_126d,0.1,63,0.27040329501275,0.25210078865781166,-0.48117853301408,0.07227555722960753,0.034777446600517736,0.0390323651530054,
lo_041,long_short,mom_126d,0.1,126,0.28183637612272594,0.25910415173141865,-0.3586641908895779,0.09910765453060061,0.03554636672318168,0.026397815581088366,
lo_042,long_short,mom_126d,0.15,5,-0.05187631686103142,-0.047009007078749575,-0.5948084004999232,-0.04797531433197899,-0.028536119981285468,0.1318638100234483,
lo_043,long_short,mom_126d,0.15,10,0.002496183775180013,0.0022930418965836537,-0.5351313064127123,-0.032825327694857805,-0.017565860492774643,0.09409981317167886,
lo_044,long_short,mom_126d,0.15,21,-0.008289066987455587,-0.007580161145186957,-0.5687959078537603,-0.0342659685689556,-0.019490342700667518,0.06490203228014124,
lo_045,long_short,mom_126d,0.15,42,0.10608815574152798,0.09815186321655044,-0.5136598691578173,0.004469033910961442,0.002295563373966303,0.04486233661078653,
lo_046,long_short,mom_126d,0.15,63,0.2253136984028051,0.21097146702903655,-0.43061898601531023,0.05658418697512689,0.024366225219729865,0.03619160752002768,
lo_047,long_short,mom_126d,0.15,126,0.26565037627844756,0.24365398938402208,-0.39562244688433623,0.07636633260652091,0.030212235365374873,0.02503293219901852,
lo_048,long_short,mom_126d,0.2,5,-0.15418754697764656,-0.14019409367921493,-0.6210755075775576,-0.06633003729852473,-0.041195961582819574,0.121100585382105,
lo_049,long_short,mom_126d,0.2,10,-0.056937880112961886,-0.052233833782589195,-0.5099940523263948,-0.0471906483365682,-0.024066949977076257,0.08591341869250936,
lo_050,long_short,mom_126d,0.2,21,-0.03166347231015332,-0.028796111539140076,-0.537556088616546,-0.03630930860730344,-0.019518289915313125,0.0597112869892977,
lo_051,long_short,mom_126d,0.2,42,0.08652997155736204,0.07967159361620599,-0.48819658905134644,0.0010742529379872395,0.0005244466201037579,0.04160804914531271,
lo_052,long_short,mom_126d,0.2,63,0.1796643270473239,0.16746910010524038,-0.3957865352190615,0.04033295375700464,0.015963240022635494,0.0338049478755149,
lo_053,long_short,mom_126d,0.2,126,0.24770876822504945,0.22604258553308554,-0.36370668102201786,0.0705313229821355,0.025652713389924475,0.023781910589848344,
lo_054,long_short,mom_126d,0.3,5,-0.12012944123564126,-0.10910306721866762,-0.5066249452016931,-0.053441983858102886,-0.02707504214358114,0.10174189945497213,
lo_055,long_short,mom_126d,0.3,10,-0.044101378993140414,-0.04034230597651198,-0.40136893195179346,-0.039778680613870104,-0.015965926552440557,0.07286613825073883,
lo_056,long_short,mom_126d,0.3,21,-0.04195700702420345,-0.03819905135482617,-0.4460107321439867,-0.03438806173501909,-0.01533744459144848,0.050770422954858875,
